score,tier,title,company,location,salary,posted,source,url,reasons,warnings
100,🟢 STRONG FIT,Senior/Lead SDET Test Automation Engineer,Biztec Global,"New York, United States",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/senior-lead-sdet-test-automation-engineer-at-biztec-global-4450336431,"Title: Lead SDET | Seniority: senior | Remote confirmed | US-based role confirmed | Skills: test automation, SDET | Posted 0d ago ✓",Salary not listed
92,🟢 STRONG FIT,"Lead SDET (Software Engineering Manager, Test Automation Lead)",Roche,"Carlsbad, CA",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-sdet-software-engineering-manager-test-automation-lead-at-roche-4448145974,"Title: Lead SDET | Seniority: lead | Remote confirmed | Skills: test automation, SDET | Posted 4d ago ✓",US eligibility unconfirmed — verify before applying | Salary not listed
92,🟢 STRONG FIT,"Senior SDET Lead – Playwright, Selenium & GenAI Testing",Cognizant,"Fort Mill, SC",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-lead-%E2%80%93-playwright-selenium-genai-testing-at-cognizant-4447639623,"Title: SDET Lead | Seniority: senior | Remote confirmed | Skills: Playwright, Selenium, SDET | Posted 5d ago ✓",US eligibility unconfirmed — verify before applying | Salary not listed
92,🟢 STRONG FIT,"Lead SDET (Software Engineering Manager, Test Automation Lead)",Roche Diagnostics France,"Carlsbad, CA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/lead-sdet-software-engineering-manager-test-automation-lead-at-roche-diagnostics-france-4447335133,"Title: Lead SDET | Seniority: lead | Remote confirmed | Skills: test automation, SDET | Posted 2d ago ✓",US eligibility unconfirmed — verify before applying | Salary not listed
90,🟢 STRONG FIT,Senior Quality Engineer - Automation Engineering,Humana,"Minnesota, United States",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-automation-engineering-at-humana-4448945221,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | US-based role confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
90,🟢 STRONG FIT,Senior Quality Engineer - Automation Engineering,Humana,"Wisconsin, United States",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-automation-engineering-at-humana-4448942273,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | US-based role confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
90,🟢 STRONG FIT,Senior Quality Engineer - Automation Engineering,Humana,"Kentucky, United States",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-automation-engineering-at-humana-4448940268,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | US-based role confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
85,🟢 STRONG FIT,Senior Software Development Engineer in Test - SDET,Thomas To,"Santa Clara, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-at-thomas-to-4449963132,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Skill: SDET | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET Engineer,T-Mobile,"Philadelphia, PA",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-engineer-at-t-mobile-4446732680,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 7d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior Software Development Engineer in Test - SDET,NVIDIA,"Santa Clara, CA",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-at-nvidia-4418874067,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Skill: SDET | Posted 6d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET Engineer,T-Mobile,"Philadelphia, PA",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-engineer-at-t-mobile-4446740576,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 7d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET Engineer,T-Mobile,"New York, NY",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-engineer-at-t-mobile-4446742578,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 7d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET Engineer,Vidorra Consulting Group,"Dallas, TX",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-engineer-at-vidorra-consulting-group-4436691215,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 5d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET / QA Automation Engineer,"Eccalon, LLC","Hanover, MD",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-qa-automation-engineer-at-eccalon-llc-4449152372,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior Software Development Engineer in Test (SDET),Bee Talent Solutions,"Foster City, CA",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-at-bee-talent-solutions-4445928423,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Skill: SDET | Posted 7d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET/QA Automation Engineer,"Eccalon, LLC","Hanover, MD",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-qa-automation-engineer-at-eccalon-llc-4449126811,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,"Senior Software Development Engineer in Test (SDET), Hybrid, RTP, NC",Cisco,"Durham, NC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-hybrid-rtp-nc-at-cisco-4404078810,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Skill: SDET | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Software Engineer Senior / Software Development Engineer in Test (Senior SDET),PNC,"Pittsburgh, PA",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/software-engineer-senior-software-development-engineer-in-test-senior-sdet-at-pnc-4447238596,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Skill: SDET | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Software Quality Engineering Manager,Terumo Blood and Cell Technologies,"Lakewood, CO",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/software-quality-engineering-manager-at-terumo-blood-and-cell-technologies-4441937285,Title: Quality Engineering Manager | Seniority: manager | Remote confirmed | Skill: quality engineering | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Quality Engineering Manager,7-Eleven,"Irving, TX",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/quality-engineering-manager-at-7-eleven-4440965654,Title: Quality Engineering Manager | Seniority: manager | Remote confirmed | Skill: quality engineering | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Quality Engineering Manager,United Airlines,"Chicago, IL",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/quality-engineering-manager-at-united-airlines-4449923540,Title: Quality Engineering Manager | Seniority: manager | Remote confirmed | Skill: quality engineering | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,IT Quality Engineering Lead,Johnstone Supply,"Dallas, TX",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/it-quality-engineering-lead-at-johnstone-supply-4441139775,Title: Quality Engineering Lead | Seniority: lead | Remote confirmed | Skill: quality engineering | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
85,🟢 STRONG FIT,Senior SDET / QA Automation Engineer On-site,"Eccalon, LLC","Detroit, MI",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-sdet-qa-automation-engineer-on-site-at-eccalon-llc-4449155085,Title: Senior SDET | Seniority: senior | Remote confirmed | Skill: SDET | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
80,🟢 STRONG FIT,Senior Quality Engineer,YouVersion,"Edmond, OK",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-at-youversion-4411702442,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test,Sony Interactive Entertainment,"San Mateo, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-sony-interactive-entertainment-4438406690,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Quality Engineer,KAYAK,"Concord, MA",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-at-kayak-4447725708,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | Posted 6d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test,Thomas To,"Santa Clara, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-thomas-to-4449942266,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Quality Engineer,Qualia,"Austin, TX",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-at-qualia-4448586350,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Quality Engineer,CGI,"Atlanta, GA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-at-cgi-4449059160,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Staff Quality Engineer,Robinhood-s,"Menlo Park, CA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/staff-quality-engineer-at-robinhood-s-4447326193,Title: Staff Quality Engineer | Seniority: staff | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test,NVIDIA,"Santa Clara, CA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-nvidia-4423279913,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test - Verification And Validation,Zoox,"Foster City, CA",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-verification-and-validation-at-zoox-4391377989,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Principal Quality Engineer,Hiscox,"Atlanta, GA",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/principal-quality-engineer-at-hiscox-4409982580,Title: Principal Quality Engineer | Seniority: principal | Remote confirmed | Posted 5d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test,NVIDIA AI,"Santa Clara, CA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-nvidia-ai-4447381379,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Software Development Engineer in Test,ICE,"Atlanta, GA",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-ice-4389900806,Title: Software Development Engineer in Test | Seniority: senior | Remote confirmed | Posted 5d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior Quality Engineer,"GSPANN Technologies, Inc","San Francisco, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-engineer-at-gspann-technologies-inc-4449017202,Title: Senior Quality Engineer | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior AI SDET Engineer,Octaura,"New York, United States",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/senior-ai-sdet-engineer-at-octaura-4447834273,Partial title match | Seniority: senior | Remote confirmed | US-based role confirmed | Skill: SDET | Posted 6d ago ✓,Salary not listed
80,🟢 STRONG FIT,QE Manager - TDM and Automation,M&T Bank,"Buffalo, NY",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/qe-manager-tdm-and-automation-at-m-t-bank-4450734228,Title: QE Manager | Seniority: manager | Remote confirmed | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Staff Quality Engineer,RevolutionParts,"Tempe, AZ",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/staff-quality-engineer-at-revolutionparts-4447421035,Title: Staff Quality Engineer | Seniority: staff | Remote confirmed | Posted 7d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior QE Engineer III,Deloitte,"San Diego, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qe-engineer-iii-at-deloitte-4449942336,Title: Senior QE | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
80,🟢 STRONG FIT,Senior QE Engineer III,Deloitte,"Dallas, TX",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qe-engineer-iii-at-deloitte-4449941364,Title: Senior QE | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
75,🟢 STRONG FIT,"Lead, Quality",IGS Energy,"Ohio, United States",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/lead-quality-at-igs-energy-4450650465,Partial title match | Seniority: lead | Remote confirmed | US-based role confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
70,🟡 GOOD FIT,Senior Quality Assurance and Test Automation Engineer,Fiserv,"Berkeley Heights, NJ",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-and-test-automation-engineer-at-fiserv-4448238792,Partial title match | Seniority: senior | Remote confirmed | Skill: test automation | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,"Senior Software Engineer, Test Automation",Molecular Devices,"Downingtown, PA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-engineer-test-automation-at-molecular-devices-4448046867,Partial title match | Seniority: senior | Remote confirmed | Skill: test automation | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Software Engineering Technical Leader- SDET,Cisco,"Milpitas, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/software-engineering-technical-leader-sdet-at-cisco-4449983757,Partial title match | Seniority: lead | Remote confirmed | Skill: SDET | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Senior Software Engineer – Quality Engineering,ID.me,San Francisco Bay Area,,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-quality-engineering-at-id-me-4448384902,Partial title match | Seniority: senior | Remote confirmed | Skill: quality engineering | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Test Automation Infrastructure Lead,York Space Systems,"Austin, TX",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/test-automation-infrastructure-lead-at-york-space-systems-4449209503,Partial title match | Seniority: lead | Remote confirmed | Skill: test automation | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Senior Software Engineer – Test Automation & Infrastructure,CesiumAstro,"Austin, TX",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-test-automation-infrastructure-at-cesiumastro-4403560888,Partial title match | Seniority: senior | Remote confirmed | Skill: test automation | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,"Sr. Manager, Quality Engineering",Netskope,"Santa Clara, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/sr-manager-quality-engineering-at-netskope-4441416864,Partial title match | Seniority: manager | Remote confirmed | Skill: quality engineering | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Software Test Automation Manager,Terumo Blood and Cell Technologies,"Lakewood, CO",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/software-test-automation-manager-at-terumo-blood-and-cell-technologies-4441942105,Partial title match | Seniority: manager | Remote confirmed | Skill: test automation | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Senior Manager of Cloud Quality Engineering,Pegasystems,"Waltham, MA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-manager-of-cloud-quality-engineering-at-pegasystems-4447320811,Partial title match | Seniority: senior | Remote confirmed | Skill: quality engineering | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Quality Manager - Software Quality Engineering,Boeing,"Berkeley, MO",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/quality-manager-software-quality-engineering-at-boeing-4427313620,Partial title match | Seniority: manager | Remote confirmed | Skill: quality engineering | Posted 4d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Principal- Quality Engineering,United Airlines,"Chicago, IL",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/principal-quality-engineering-at-united-airlines-4450727803,Partial title match | Seniority: principal | Remote confirmed | Skill: quality engineering | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
70,🟡 GOOD FIT,Senior Software Engineer – Test Automation & Infrastructure,CesiumAstro,Denver Metropolitan Area,,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-test-automation-infrastructure-at-cesiumastro-4432891678,Partial title match | Seniority: senior | Remote confirmed | Skill: test automation | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | Salary not listed
67,🟡 GOOD FIT,Cortes 23: Senior QA Engineer,,Remote,,"Thu, 11 Ju",We Work Remotely,https://weworkremotely.com/remote-jobs/cortes-23-senior-qa-engineer-2,"Partial title match | Seniority: senior | Remote confirmed | Skills: JavaScript, test automation, quality engineering",US eligibility unconfirmed — verify before applying | Salary not listed | Post date unknown
65,🟡 GOOD FIT,Senior Software Quality Engineer,"Ryder System, Inc.","Austin, TX",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-engineer-at-ryder-system-inc-4448570748,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer I,Flywire,"Chicago, IL",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-i-at-flywire-4450275517,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Kastle Systems,"Falls Church, VA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-kastle-systems-4413518006,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Senior QA Engineer, AI",TeamViewer,"Austin, TX",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-ai-at-teamviewer-4450328809,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer,Cross River,"Fort Lee, NJ",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-at-cross-river-4450268520,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Quality Assurance Engineer,"Ooma, Inc.","Sunnyvale, CA",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-at-ooma-inc-4438360866,Partial title match | Seniority: senior | Remote confirmed | Posted 6d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer,Selby Jennings,"Wilmington, NC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-at-selby-jennings-4450257802,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Test Engineer,FTI Defense - Frontier Technology Inc.,"Dayton, OH",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-test-engineer-at-fti-defense-frontier-technology-inc-4432484291,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,ICE,"Atlanta, GA",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-ice-4422633818,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Quality Assurance Engineer,ASML,"San Jose, CA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-at-asml-4440514077,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Test Engineer,Sapphire Stream Technology,"Southfield, MI",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-test-engineer-at-sapphire-stream-technology-4449935783,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Crisil,"Charlotte, NC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-crisil-4450274792,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,HP,"San Francisco, CA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-hp-4449090039,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Senior QA Engineer, Safety",Roblox,"San Mateo, CA",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-safety-at-roblox-4381117558,Partial title match | Seniority: senior | Remote confirmed | Posted 5d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Quality Engineer,Sony Interactive Entertainment,"San Mateo, CA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-engineer-at-sony-interactive-entertainment-4448073435,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer,IMR Soft LLC,"New York, NY",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-at-imr-soft-llc-4449628066,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Test Engineer,Wipro,"Austin, TX",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/senior-test-engineer-at-wipro-4450339784,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
